,target,value_count
4752,determined,2
4753,compost,2
4754,Coming,2
4755,tively,2
4756,outpourings,2
4757,Souvanna,2
4758,tunnels,2
4759,bourgeois,2
4760,brand,2
4761,debts,2
4762,lately,2
4763,reminder,2
4764,tempe-,2
4765,animosity,2
4766,fatigue,2
4767,ruthlessly,2
4768,ordering,2
4769,shocked,2
4770,glossy,2
4771,Crawley,2
4772,upwards,2
4773,affect,2
4774,homosexual,2
4775,world's,2
4776,frowning,2
4777,eyebrow,2
4778,Mau,2
4779,riots,2
4780,everybody,2
4781,solace,2
4782,Nkumbula,2
4783,Potter,2
4784,Dolce,2
4785,forecast,2
4786,Factories,2
4787,dissolved,2
4788,prospect,2
4789,game,2
4790,chamber,2
4791,phosphate,2
4792,drown,2
4793,distinct,2
4794,purveying,2
4795,foresaw,2
4796,piano,2
4797,preyed,2
4798,tenor,2
4799,progression,2
4800,headquarters,2
4801,Caxtons,2
4802,obscure,2
4803,tering,2
4804,packages,2
4805,epoch,2
4806,fireproof,2
4807,Preparation,2
4808,sniffing,2
4809,yes,2
4810,concept,2
4811,Butler,2
4812,brash,2
4813,kitchens,2
4814,correspond,2
4815,shaped,2
4816,contract,2
4817,establishments,2
4818,sample,2
4819,collapsed,2
4820,techniques,2
4821,Fort,2
4822,footrest,2
4823,hadn't,2
4824,cutting,2
4825,deficient,2
4826,boxes,2
4827,ours,2
4828,meek,2
4829,appetite,2
4830,Sevareid,2
4831,Too,2
4832,Carlyle,2
4833,Egyptians,2
4834,animal,2
4835,communications,2
4836,Trout,2
4837,develop,2
4838,Copthorne,2
4839,handiwork,2
4840,fiddling,2
4841,skeleton,2
4842,confine,2
4843,proposal,2
4844,Transport,2
4845,rigid,2
4846,plate,2
4847,Budgette,2
4848,discover,2
4849,misgivings,2
4850,transmitted,2
4851,distressing,2
4852,Limpsfield,2
4853,strangely,2
4854,span,2
4855,Dangerous,2
4856,govern-,2
4857,fleet,2
4858,Talbot,2
4859,Unless,2
4860,bunch,2
4861,WE,2
4862,clever,2
4863,Delegates,2
4864,Egginton,2
4865,heel,2
4866,violently,2
4867,WEST,2
4868,Neither,2
4869,occurs,2
4870,sovereign,2
4871,marking,2
4872,better-,2
4873,travelled,2
4874,affluence,2
4875,David,2
4876,Susan,2
4877,oxidizing,2
4878,elections,2
4879,retaliate,2
4880,1926,2
4881,stealthy,2
4882,testing,2
4883,praying,2
4884,twisting,2
4885,inwards,2
4886,Diefenbaker,2
4887,rolling,2
4888,Oxford,2
4889,palate,2
4890,hid,2
4891,discussed,2
4892,self-employed,2
4893,Wesker,2
4894,scarcely,2
4895,strict,2
4896,drain,2
4897,Under,2
4898,discovering,2
4899,cry,2
4900,actress,2
4901,Pugh,2
4902,whiskers,2
4903,vines,2
4904,revise,2
4905,performances,2
4906,targets,2
4907,Chapter,2
4908,boycotted,2
4909,tidied,2
4910,Living,2
4911,Anthony,2
4912,comparative,2
4913,secondary,2
4914,policemen,2
4915,despised,2
4916,intend,2
4917,overwhelming,2
4918,packed,2
4919,funds,2
4920,President's,2
4921,Appleton,2
4922,thirties,2
4923,doorman,2
4924,Russians,2
4925,mut-,2
4926,Boun,2
4927,sanctuary,2
4928,landlord,2
4929,bitterest,2
4930,grew,2
4931,contrast,2
4932,aesthetic,2
4933,pool,2
4934,agreements,2
4935,Rabh,2
4936,invitation,2
4937,Sandpiper,2
4938,Grace,2
4939,birthright,2
4940,arrested,2
4941,toward,2
4942,bromvaletone,2
4943,Captives,2
4944,freedoms,2
4945,resort,2
4946,personality,2
4947,worlds,2
4948,Bracknell,2
4949,screams,2
4950,shrewd,2
4951,hotch-potch,2
4952,ranks,2
4953,Dante,2
4954,exponents,2
4955,Romans,2
4956,possibilities,2
4957,cruel,2
4958,drowning,2
4959,sudden,2
4960,desperately,2
4961,COUNT,2
4962,slip,2
4963,none,2
4964,hydrochloric,2
4965,flexible,2
4966,hammers,2
4967,sail,2
4968,housekeeper,2
4969,explanations,2
4970,THEIR,2
4971,Hospital,2
4972,mutual,2
4973,cables,2
4974,slim,2
4975,Ghana,2
4976,arrange,2
4977,dependent,2
4978,Norwegian,2
4979,shore,2
4980,spectators,2
4981,leavers,2
4982,forgot,2
4983,fragile,2
4984,socialism,2
4985,fault,2
4986,employers,2
4987,losing,2
4988,pottage,2
4989,platen,2
4990,observance,2
4991,recognised,2
4992,rules,2
4993,rid,2
4994,demanding,2
4995,corporation,2
4996,finds,2
4997,Cambridge,2
4998,ethereal,2
4999,RETURN,2
5000,ingrowth,2
5001,robbery,2
5002,strongholds,2
5003,Honourable,2
5004,platens,2
5005,throws,2
5006,dwells,2
5007,horn,2
5008,majorities,2
5009,once-and-for-all,2
5010,liner,2
5011,popular,2
5012,assessment,2
5013,spacing,2
5014,o',2
5015,egg-case,2
5016,courses,2
5017,manipulated,2
5018,needing,2
5019,Seaweed,2
5020,fishes,2
5021,dreams,2
5022,accomplished,2
5023,MACLEOD,2
5024,protested,2
5025,beautifully,2
5026,genius,2
5027,acceptable,2
5028,melody,2
5029,mortgage,2
5030,advancing,2
5031,visitor,2
5032,companion,2
5033,characteristics,2
5034,negro,2
5035,frantically,2
5036,Brighton,2
5037,diverse,2
5038,valuable,2
5039,unsmiling,2
5040,god,2
5041,sit-down,2
5042,Souter,2
5043,adapted,2
5044,failing,2
5045,sad,2
5046,Poisons,2
5047,vivid,2
5048,fishery,2
5049,Parsifal,2
5050,modified,2
5051,200,2
5052,prime,2
5053,unruffled,2
5054,lessons,2
5055,unguarded,2
5056,raise,2
5057,Khrushchov,2
5058,alkaline,2
5059,shyly,2
5060,74,2
5061,quarters,2
5062,underdeveloped,2
5063,interviewed,2
5064,M.,2
5065,divided,2
5066,realized,2
5067,jump,2
5068,thirteen,2
5069,surveyor,2
5070,refilled,2
5071,draws,2
5072,distinction,2
5073,decontamination,2
5074,sprayed,2
5075,Vence,2
5076,grass,2
5077,Back,2
5078,B.B.C.,2
5079,unfaithful,2
5080,tapestries,2
5081,burning,2
5082,Next,2
5083,sinister,2
5084,fines,2
5085,Torah,2
5086,screamed,2
5087,immersion,2
5088,blank,2
5089,to-,2
5090,Russell's,2
5091,namely,2
5092,education,2
5093,Algeria,2
5094,HOW,2
5095,Phouma,2
5096,behave,2
5097,constant,2
5098,Rolleston,2
5099,drinking,2
5100,objects,2
5101,1931,2
5102,drug,2
5103,Graybury,2
5104,Pell,2
5105,ship,2
5106,palms,2
5107,market,2
5108,whereby,2
5109,associates,2
5110,charm,2
5111,Newmar,2
5112,gratefully,2
5113,phenomenon,2
5114,Anna,2
5115,tool,2
5116,buy,2
5117,Almost,2
5118,gilded,2
5119,traces,2
5120,BBC,2
5121,satisfying,2
5122,energies,2
5123,follows,2
5124,reminding,2
5125,affiliations,2
5126,SIDNEY,2
5127,Rolly,2
5128,happily,2
5129,infa-,2
5130,smell,2
5131,school-,2
5132,tuation,2
5133,admit,2
5134,Reith,2
5135,Timing,2
5136,stretched,2
5137,landed,2
5138,Box,2
5139,haste,2
5140,destiny,2
5141,attempts,2
5142,lend,2
5143,villeins,2
5144,dining,2
5145,Rhodesia's,2
5146,hated,2
5147,Road,2
5148,favoured,2
5149,enjoying,2
5150,anxious,2
5151,informed,2
5152,reluctant,2
5153,residential,2
5154,observers,2
5155,Courtenay,2
5156,rested,2
5157,factors,2
5158,erected,2
5159,retaliation,2
5160,tilt,2
5161,pains,2
5162,teacher,2
5163,generous,2
5164,handkerchief,2
5165,squared,2
5166,roared,2
5167,mingled,2
5168,heavily,2
5169,Key,2
5170,hostile,2
5171,secretary,2
5172,belt,2
5173,soup,2
5174,newly-born,2
5175,Phnom,2
5176,pretext,2
5177,restless,2
5178,contained,2
5179,review,2
5180,Maggie,2
5181,23,2
5182,alcoholic,2
5183,nursemaid,2
5184,bulky,2
5185,La,2
5186,moan,2
5187,impertinent,2
5188,brew,2
5189,Cheesecake,2
5190,timing,2
5191,owner,2
5192,coats,2
5193,Stationery,2
5194,fortress,2
5195,openly,2
5196,rests,2
5197,exclaimed,2
5198,allied,2
5199,page,2
5200,Said,2
5201,vibrating,2
5202,Peron,2
5203,accent,2
5204,finesse,2
5205,beaches,2
5206,reflects,2
5207,plump,2
5208,possessions,2
5209,homely,2
5210,loan,2
5211,pairs,2
5212,lesser,2
5213,crash,2
5214,palazzo,2
5215,treasure,2
5216,Griffiths,2
5217,mankind,2
5218,pest,2
5219,Peggy,2
5220,bloody,2
5221,Stores,2
5222,supports,2
5223,paprika,2
5224,Bone,2
5225,Considering,2
5226,Ireland,2
5227,servants,2
5228,Brussels,2
5229,Indian,2
5230,optimists,2
5231,extreme,2
5232,de-,2
5233,circlips,2
5234,outdo,2
5235,sugary,2
5236,recognise,2
5237,jeep,2
5238,sinking,2
5239,passport,2
5240,speaks,2
5241,Takoradi,2
5242,ticket-collector,2
5243,link,2
5244,peppers,2
5245,ventricular,2
5246,Drugs,2
5247,carbromal,2
5248,pleaded,2
5249,travellers,2
5250,mining,2
5251,Kinnaird,2
5252,Rossetti,2
5253,resentment,2
5254,decides,2
5255,cool,2
5256,organs,2
5257,hill,2
5258,fins,2
5259,thoughtful,2
5260,retire,2
5261,thanked,2
5262,grade,2
5263,Hammersmith,2
5264,bills,2
5265,Hell,2
5266,apprenticeships,2
5267,frontage,2
5268,Life,2
5269,fundamentally,2
5270,howling,2
5271,harder,2
5272,sculptor,2
5273,smoothing,2
5274,Family,2
5275,weighing,2
5276,UN's,2
5277,specific,2
5278,trades,2
5279,KINNAIRD,2
5280,tore,2
5281,die,2
5282,Kingdom,2
5283,talent,2
5284,Plain,2
5285,explanation,2
5286,exceptional,2
5287,speculative,2
5288,FAILED,2
5289,sunny,2
5290,governments,2
5291,relative,2
5292,pine,2
5293,guide,2
5294,springs,2
5295,Adhem,2
5296,believing,2
5297,Gibraltar,2
5298,keeps,2
5299,Shorty,2
5300,Christianity,2
5301,predecessor,2
5302,chase,2
5303,grim,2
5304,typically,2
5305,dragged,2
5306,Stage,2
5307,thorough,2
5308,clear-cut,2
5309,bold,2
5310,render,2
5311,Bureau,2
5312,uncertain,2
5313,essay,2
5314,Occupational,2
5315,class,2
5316,Elaine,2
5317,drunk,2
5318,Vang,2
5319,parliamentary,2
5320,schoolteacher,2
5321,approached,2
5322,abnormal,2
5323,genuinely,2
5324,Isn't,2
5325,Marshal,2
5326,count,2
5327,inherited,2
5328,Mortar,2
5329,cease,2
5330,undue,2
5331,bonfires,2
5332,Love,2
5333,Bar,2
5334,shortage,2
5335,preliminary,2
5336,Surrey,2
5337,lagging,2
5338,secured,2
5339,Turton,2
5340,Motor,2
5341,75,2
5342,surely,2
5343,uproar,2
5344,Gabriel,2
5345,indignant,2
5346,hour's,2
5347,ribald,2
5348,visitors,2
5349,repentance,2
5350,per-,2
5351,investment,2
5352,Rami,2
5353,shouted,2
5354,leg,2
5355,"50,000",2
5356,worship,2
5357,Diefen-,2
5358,steel,2
5359,rapidly,2
5360,polling,2
5361,Administration,2
5362,stimulants,2
5363,Nobody,2
5364,causing,2
5365,implies,2
5366,slatternly,2
5367,curry,2
5368,straight-edge,2
5369,picking,2
5370,kneeling,2
5371,armaments,2
5372,Eth,2
5373,dressed,2
5374,Dublin,2
5375,knock,2
5376,missiles,2
5377,ugly,2
5378,Seder,2
5379,Financial,2
5380,worrying,2
5381,laced,2
5382,Consultative,2
5383,college,2
5384,insect,2
5385,inch,2
5386,hypnotic,2
5387,Finlay,2
5388,crying,2
5389,signed,2
5390,peas,2
5391,flight,2
5392,barbaric,2
5393,appointed,2
5394,antagonism,2
5395,anionic,2
5396,Provost,2
5397,telephone,2
5398,stuck,2
5399,divorce,2
5400,Protectorate's,2
5401,crowded,2
5402,unused,2
5403,lips,2
5404,coals,2
5405,Meteorological,2
5406,mixture,2
5407,H.,2
5408,Morfydd's,2
5409,supposed,2
5410,fortunate,2
5411,whips,2
5412,humans,2
5413,tunnel,2
5414,oxides,2
5415,unavoidable,2
5416,memories,2
5417,bored,2
5418,reassess,2
5419,temple,2
5420,unemotional,2
5421,neat,2
5422,Melbourne,2
5423,deadly,2
5424,cleaning,2
5425,Earth,2
5426,"2,000",2
5427,ETU,2
5428,Place,2
5429,continuous,2
5430,21st,2
5431,Imagine,2
5432,peasant,2
5433,hole,2
5434,cell,2
5435,triumph,2
5436,wound,2
5437,Alan,2
5438,ideal,2
5439,jet,2
5440,fuller,2
5441,insensi-,2
5442,Come,2
5443,cries,2
5444,attend,2
5445,substance,2
5446,hell,2
5447,installed,2
5448,religion,2
5449,good-natured,2
5450,innocence,2
5451,Air,2
5452,calm,2
5453,concealed,2
5454,Sundays,2
5455,quarrel,2
5456,Rock,2
5457,enables,2
5458,retirements,2
5459,grandmother,2
5460,Social,2
5461,favourably,2
5462,recipient,2
5463,schools,2
5464,incomplete,2
5465,honesty,2
5466,sensed,2
5467,Bob,2
5468,Uncle,2
5469,needle,2
5470,changing,2
5471,Bills,2
5472,extensions,2
5473,approaches,2
5474,expedition,2
5475,onions,2
5476,amusement,2
5477,sensitive,2
5478,reducing,2
5479,cars,2
5480,smash,2
5481,Irish,2
5482,umbrella,2
5483,awful,2
5484,endless,2
5485,objection,2
5486,diligently,2
5487,Band,2
5488,ved,2
5489,signals,2
5490,observation,2
5491,markings,2
5492,faithfully,2
5493,mice,2
5494,sighed,2
5495,compressed,2
5496,Should,2
5497,photo-,2
5498,shoot,2
5499,reflected,2
5500,Cooper,2
5501,Englishman,2
5502,Must,2
5503,ben,2
5504,killer,2
5505,lected,2
5506,disappeared,2
5507,smart,2
5508,two-twenty,2
5509,Mansell's,2
5510,copper,2
5511,Sandys,2
5512,upsetting,2
5513,suffer,2
5514,Wedding,2
5515,sly,2
5516,youngsters,2
5517,Day,2
5518,cm.,2
5519,vengeance,2
5520,euphausiids,2
5521,slope,2
5522,Capetown,2
5523,Shmah,2
5524,occupant,2
5525,gravity,2
5526,wrapped,2
5527,combination,2
5528,Alf,2
5529,Knowing,2
5530,heartily,2
5531,wondering,2
5532,P,2
5533,Larry,2
5534,signalling,2
5535,listen,2
5536,Hostage,2
5537,source,2
5538,fourth,2
5539,tacks,2
5540,jackals,2
5541,Kingsway,2
5542,laughable,2
5543,thug,2
5544,phrase,2
5545,vocabulary,2
5546,leaf,2
5547,lamp,2
5548,homes,2
5549,Strange,2
5550,restore,2
5551,Osborne,2
5552,insects,2
5553,expense,2
5554,veranda,2
5555,altered,2
5556,traditional,2
5557,draw,2
5558,Knoll,2
5559,Advertiser,2
5560,standstill,2
5561,disguised,2
5562,describe,2
5563,civil,2
5564,senators,2
5565,9,2
5566,lightness,2
5567,flatly,2
5568,fond,2
5569,utter,2
5570,7,2
5571,Gilburg,2
5572,examples,2
5573,province,2
5574,D,2
5575,Heaven,2
5576,prairie,2
5577,matters,2
5578,appeasement,2
5579,courts,2
5580,generation,2
5581,Eisenhower,2
5582,gate,2
5583,lighting,2
5584,shared,2
5585,coupling,2
5586,See,2
5587,booty,2
5588,Don,2
5589,protection,2
5590,shadows,2
5591,coat,2
5592,boredom,2
5593,joke,2
5594,weekly,2
5595,robbed,1
5596,dark-haired,1
5597,beds,1
5598,prominent,1
5599,examining,1
5600,disgust,1
5601,cide,1
5602,diamond-stone,1
5603,molly-coddled,1
5604,DONS,1
5605,cookie,1
5606,Previously,1
5607,paragraphos,1
5608,repel,1
5609,Serjeant,1
5610,specifically,1
5611,interchange,1
5612,FUNNY,1
5613,engagements,1
5614,plumbed,1
5615,wins,1
5616,chum,1
5617,murmur,1
5618,oblong,1
5619,ministers,1
5620,five-day,1
5621,one-another,1
5622,hits,1
5623,eventual,1
5624,barb,1
5625,vodka,1
5626,Stratford,1
5627,aqueducts,1
5628,NO.,1
5629,turtledove,1
5630,propaganda,1
5631,spice,1
5632,corridors,1
5633,posed,1
5634,flection,1
5635,mortar,1
5636,flower-wreathed,1
5637,enhanced,1
5638,crouching,1
5639,Plywood,1
5640,the-,1
5641,Elliot,1
5642,awakened,1
5643,loosely,1
5644,tearful,1
5645,high-crowned,1
5646,tugged,1
5647,recognition,1
5648,hammering,1
5649,20th-Century,1
5650,creditors,1
5651,EFFECT,1
5652,BECAUSE,1
5653,unrobbed,1
5654,spring-,1
5655,pleads,1
5656,subversive,1
5657,Institution,1
5658,crown,1
5659,currents,1
5660,pernickety,1
5661,Zante,1
5662,raft,1
5663,uselessly,1
5664,abolish,1
5665,Shamir's,1
5666,reverberated,1
5667,twinkled,1
5668,disembodied,1
5669,under-,1
5670,adolescent,1
5671,obedient,1
5672,civilizing,1
5673,riverworthy,1
5674,coordinate,1
5675,Kallman,1
5676,antithesis,1
5677,chant,1
5678,Veronique,1
5679,3Mis',1
5680,Tendentious,1
5681,diurnal,1
5682,1897,1
5683,doorbell,1
5684,resurgent,1
5685,Secretariat,1
5686,160,1
5687,character-actors,1
5688,longshore,1
5689,PERFECT,1
5690,Stockton-on-Tees,1
5691,acutus,1
5692,Cagnes,1
5693,father-to-be,1
5694,smother,1
5695,breeding,1
5696,Canon,1
5697,CHELSEA,1
5698,paper-clips,1
5699,exposing,1
5700,removal,1
5701,martinet,1
5702,top-hat,1
5703,dutiful,1
5704,apathetic,1
5705,distinctions,1
5706,announced,1
5707,figment,1
5708,voltages,1
5709,measurement,1
5710,damsel,1
5711,manors,1
5712,highway,1
5713,1924,1
5714,7th,1
5715,5Ye-es,1
5716,"5,000",1
5717,DURING,1
5718,flung,1
5719,Schedule,1
5720,Italian's,1
5721,righteousness,1
5722,Deadlock,1
5723,travelling-carriage,1
5724,tactically,1
5725,planting,1
5726,fore,1
5727,NIGHT,1
5728,comics,1
5729,furnishing,1
5730,incomes,1
5731,Crossman,1
5732,chore,1
5733,newly-wed,1
5734,flabby,1
5735,Pan,1
5736,wretchedly,1
5737,c,1
5738,adventuring,1
5739,jugglers,1
5740,conquer,1
5741,illusory,1
5742,hues,1
5743,reckless,1
5744,artist,1
5745,stench,1
5746,habitue,1
5747,straightness,1
5748,seedling,1
5749,inheritance,1
5750,mucking,1
5751,affably,1
5752,hard-core,1
5753,hoe,1
5754,unturned,1
5755,habitual,1
5756,knife,1
5757,diversified,1
5758,BAFFLED,1
5759,baggy,1
5760,Baal-meon,1
5761,twinkling,1
5762,appearances,1
5763,5.0,1
5764,111,1
5765,mana-,1
5766,Selpin,1
5767,eerie,1
5768,Thee,1
5769,Ought,1
5770,presenting,1
5771,expendable,1
5772,emerged,1
5773,Satanic,1
5774,nervously,1
5775,obstinate,1
5776,lapping,1
5777,economics,1
5778,Mudlarks,1
5779,featuring,1
5780,37.2,1
5781,4.13,1
5782,bond,1
5783,pretend,1
5784,perplexity,1
5785,sparsely,1
5786,intently,1
5787,Paid,1
5788,pied,1
5789,red-eyed,1
5790,waggled,1
5791,raising,1
5792,Privy,1
5793,transaction,1
5794,Patrick's,1
5795,Revolt,1
5796,relaxed,1
5797,wholly-adult,1
5798,vehement,1
5799,pedantic,1
5800,crumble,1
5801,Quelled,1
5802,Save,1
5803,Peron's,1
5804,revolted,1
5805,knives,1
5806,echo-producing,1
5807,30-minute,1
5808,snap,1
5809,stacking,1
5810,wrists,1
5811,spray,1
5812,category,1
5813,Help,1
5814,motor-bike,1
5815,ties,1
5816,89,1
5817,panic,1
5818,heater,1
5819,quivering,1
5820,sarcasms,1
5821,bride,1
5822,encampment,1
5823,C.I.G.S.,1
5824,logists,1
5825,insignificant,1
5826,unattractive,1
5827,Less,1
5828,Unheimliche,1
5829,gratify,1
5830,annoying,1
5831,disgraceful,1
5832,waist,1
5833,swelled,1
5834,pollution,1
5835,sonby,1
5836,drawers,1
5837,SAYING,1
5838,ruling,1
5839,mouse,1
5840,damaged,1
5841,bedlam,1
5842,Supposing,1
5843,overtone,1
5844,Monte,1
5845,circum-,1
5846,eighteen,1
5847,Rector,1
5848,fated,1
5849,contradicted,1
5850,hill-side,1
5851,blondes,1
5852,punctually,1
5853,Disarmament,1
5854,reinforce,1
5855,lieutenants,1
5856,fervently,1
5857,dictionary,1
5858,"nai""vety",1
5859,prayed,1
5860,stringer,1
5861,eleventh,1
5862,excluded,1
5863,rigorous,1
5864,Connemara,1
5865,inclu-,1
5866,illegal,1
5867,tioners,1
5868,Seen,1
5869,Papen,1
5870,stubbornly,1
5871,Shakespeare,1
5872,counselling,1
5873,heli-hopping,1
5874,dearie,1
5875,1915,1
5876,optical,1
5877,C.C.F.,1
5878,Fox,1
5879,citrus,1
5880,GOVERNMENT'S,1
5881,DEDUCTIONS,1
5882,entrusted,1
5883,dwindling,1
5884,positioning,1
5885,transferring,1
5886,Min-,1
5887,pompous,1
5888,Cry,1
5889,precipitate,1
5890,sufferer,1
5891,assessed,1
5892,adventure,1
5893,Questions,1
5894,23-25,1
5895,lance,1
5896,dabs,1
5897,MPs,1
5898,irrespective,1
5899,Archbishops,1
5900,officer's,1
5901,synchronous,1
5902,Progressives,1
5903,gulls,1
5904,presume,1
5905,Looks,1
5906,Sudan's,1
5907,Afterwards,1
5908,Thrusting,1
5909,warmer,1
5910,Barletta,1
5911,bell's,1
5912,Ultra-,1
5913,severity,1
5914,Chatterly,1
5915,addresses,1
5916,un-American,1
5917,uncover,1
5918,medium-weight,1
5919,ABSOLUTELY,1
5920,compels,1
5921,TUC's,1
5922,bobbles,1
5923,reverenced,1
5924,inspires,1
5925,Git.,1
5926,pretends,1
5927,rivals,1
5928,Turner,1
5929,domestic,1
5930,calmly,1
5931,um-,1
5932,Lead,1
5933,reverse,1
5934,alien,1
5935,likewise,1
5936,baptized,1
5937,implicitly,1
5938,erect,1
5939,monasteries,1
5940,cancerous,1
5941,Welt,1
5942,SAME,1
5943,prizes,1
5944,Orsini's,1
5945,chronicle,1
5946,PRETENDS,1
5947,docked,1
5948,Coleridge,1
5949,Separate,1
5950,caustic,1
5951,archly,1
5952,tides,1
5953,babes,1
5954,Travel,1
5955,disguise,1
5956,nisation,1
5957,4.8,1
5958,goodness',1
5959,invited,1
5960,amenities,1
5961,growled,1
5962,sunshine,1
5963,plank,1
5964,pain-sensitive,1
5965,translated,1
5966,hoping,1
5967,uncomfortable,1
5968,AS,1
5969,Maritimes,1
5970,Somewhere,1
5971,chaps,1
5972,bind,1
5973,rature,1
5974,Commissioner,1
5975,chimpanzees,1
5976,averted,1
5977,sixteenth,1
5978,unnatural,1
5979,northwards,1
5980,conciliators,1
5981,decimal,1
5982,ordered,1
5983,behalf,1
5984,etched,1
5985,diff-,1
5986,Putney,1
5987,despise,1
5988,Psychology,1
5989,Pon-,1
5990,sensation-hunger,1
5991,thickness,1
5992,distress,1
5993,glowed,1
5994,pikes,1
5995,1937,1
5996,fifty-eight,1
5997,havoc,1
5998,Grant,1
5999,1912,1
6000,questionable,1
6001,HOUNDING,1
6002,+2.8,1
6003,strained,1
6004,maintaining,1
6005,evacuated,1
6006,guests,1
6007,Grimstead,1
6008,sanction,1
6009,soundly,1
6010,people's,1
6011,ingratiating,1
6012,bulk,1
6013,concession,1
6014,210,1
6015,k.,1
6016,nets,1
6017,89-year-old,1
6018,baisse,1
6019,Nine,1
6020,clockwork,1
6021,Newydd,1
6022,business-day,1
6023,wriggled,1
6024,libretto,1
6025,UTTERMOST,1
6026,unsteady,1
6027,tactics,1
6028,customarily,1
6029,intimidating,1
6030,plague,1
6031,Hold,1
6032,connected,1
6033,sunken,1
6034,Persian,1
6035,Zambia,1
6036,Inter-Insular,1
6037,woken,1
6038,cold-blooded,1
6039,Tell,1
6040,Paradise,1
6041,Dear,1
6042,"15,000,000",1
6043,netting,1
6044,Phones,1
6045,ROYAL,1
6046,Esther,1
6047,syllables,1
6048,sustain,1
6049,evaporated,1
6050,Similarly,1
6051,participation,1
6052,soothing,1
6053,Administration's,1
6054,regis-,1
6055,play-,1
6056,earthbound,1
6057,nines,1
6058,distal,1
6059,ousted,1
6060,Cantabile,1
6061,communists',1
6062,tranquilly,1
6063,laymen,1
6064,Lynne,1
6065,lop-sided,1
6066,complaints,1
6067,fewer,1
6068,wrinkle,1
6069,dissipating,1
6070,blowflies,1
6071,No.,1
6072,Larry's,1
6073,east,1
6074,Might,1
6075,kite-flying,1
6076,rumours,1
6077,orthodox,1
6078,debase-,1
6079,Gifts,1
6080,Whitfield,1
6081,Los,1
6082,antimacassars,1
6083,Krushchev,1
6084,Carling,1
6085,Stanley,1
6086,beloved,1
6087,rose-brocade,1
6088,retrieving,1
6089,how-,1
6090,Otherwise,1
6091,spout,1
6092,Shuffled,1
6093,Goering,1
6094,renewed,1
6095,punishable,1
6096,grizzled,1
6097,lord,1
6098,bevelled,1
6099,Motion,1
6100,Isaiah,1
6101,refrains,1
6102,paragraphed,1
6103,scholarship,1
6104,impeachment,1
6105,Tanis,1
6106,appearing,1
6107,Plewman,1
6108,0.5,1
6109,copulating,1
6110,fulfilment,1
6111,radioche-,1
6112,complained,1
6113,glaring,1
6114,sulked,1
6115,kick,1
6116,balloon,1
6117,hardwood,1
6118,bossed,1
6119,Chris,1
6120,supplant,1
6121,forebears,1
6122,Julian,1
6123,putter,1
6124,reward,1
6125,studies,1
6126,motor-car,1
6127,mobilising,1
6128,knotted,1
6129,LESS,1
6130,daylight,1
6131,Pigsty,1
6132,complaining,1
6133,Virgil,1
6134,excited,1
6135,rivalry,1
6136,blessing,1
6137,unlovely,1
6138,Couve,1
6139,chilling,1
6140,refined,1
6141,hardship,1
6142,farm,1
6143,Marshall's,1
6144,Draw,1
6145,Section,1
6146,recognisable,1
6147,Knight,1
6148,Static,1
6149,Blank,1
6150,relieving,1
6151,2ain't,1
6152,intervene,1
6153,licking,1
